Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating
3DS,2015,Action,Nippon Ichi Software,0.03,0.0,0.0,0.0,0.04,45.0,5.6,E10+
PC,2012,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,71.0,5.7,E
DS,2007,Simulation,Rocket Company,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PSP,2011,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PSP,2006,Racing,Namco Bandai Games,0.04,0.0,0.0,0.0,0.04,51.0,7.5,E
PSP,2009,Action,Spike,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
DS,2009,Puzzle,Oxygen Interactive,0.04,0.0,0.0,0.0,0.04,71.0,7.5,
DS,2008,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PSP,2008,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,42.0,7.1,T
Wii,2008,Puzzle,Avanquest,0.04,0.0,0.0,0.0,0.04,56.0,7.5,E
PSP,2010,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS2,2000,Misc,Tecmo Koei,0.02,0.02,0.0,0.01,0.04,71.0,7.5,
PS2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PSP,2005,Puzzle,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.04,71.0,7.5,
PC,2002,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,92.0,8.2,T
DS,2009,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,71.0,7.5,E
SNES,1996,Role-Playing,Enix Corporation,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
3DS,2012,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04,71.0,6.3,E
PC,2008,Action,LucasArts,0.02,0.02,0.0,0.0,0.04,78.0,7.7,E10+
PSV,2016,Action,D3Publisher,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PC,2006,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,76.0,7.7,T
X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,37.0,6.3,M
DS,2008,Puzzle,JoWood Productions,0.04,0.0,0.0,0.0,0.04,71.0,7.5,
PC,2015,Strategy,Take-Two Interactive,0.0,0.04,0.0,0.0,0.04,71.0,7.5,
DS,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PSV,2016,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
Wii,2010,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,70.0,8.6,E10+
PS3,2011,Misc,Black Bean Games,0.01,0.03,0.0,0.01,0.04,71.0,7.5,
DS,2011,Shooter,Deep Silver,0.04,0.0,0.0,0.0,0.04,71.0,7.5,
DS,2011,Puzzle,Storm City Games,0.04,0.0,0.0,0.0,0.04,71.0,7.5,E
PSP,2011,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS2,2005,Sports,responDESIGN,0.02,0.02,0.0,0.01,0.04,71.0,7.5,
PS4,2016,Sports,Alternative Software,0.0,0.04,0.0,0.01,0.04,64.0,6.8,E
DS,2009,Role-Playing,Focus Home Interactive,0.04,0.0,0.0,0.0,0.04,71.0,7.5,E10+
PS3,2015,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PC,2009,Sports,Focus Home Interactive,0.02,0.02,0.0,0.0,0.04,72.0,6.5,T
PC,2004,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,75.0,7.7,T
XB,2004,Simulation,Global Star,0.03,0.01,0.0,0.0,0.04,41.0,4.0,E
PC,2009,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,70.0,7.2,M
PS2,2008,Adventure,CyberFront,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PC,2009,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04,71.0,7.5,E
Wii,2007,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,75.0,8.4,T
DS,2006,Action,DSI Games,0.04,0.0,0.0,0.0,0.04,47.0,7.5,E
PS2,2001,Shooter,3DO,0.02,0.02,0.0,0.01,0.04,59.0,5.5,T
PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
DS,2007,Sports,Genki,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PC,2016,Strategy,Paradox Interactive,0.0,0.04,0.0,0.0,0.04,78.0,8.0,
PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
GBA,2004,Action,Electronic Arts,0.03,0.01,0.0,0.0,0.04,61.0,7.5,T
PC,2008,Action,Capcom,0.01,0.02,0.0,0.01,0.04,78.0,8.5,M
DS,2009,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
XB,2005,Fighting,Capcom,0.03,0.01,0.0,0.0,0.04,61.0,7.5,T
X360,2011,Adventure,DTP Entertainment,0.0,0.04,0.0,0.0,0.04,71.0,7.5,
X360,2016,Shooter,Activision,0.02,0.02,0.0,0.0,0.04,71.0,7.5,M
3DS,2011,Sports,DTP Entertainment,0.0,0.04,0.0,0.0,0.04,71.0,7.5,
PSP,2006,Misc,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,68.0,7.5,T
Wii,2006,Action,THQ,0.04,0.0,0.0,0.0,0.04,65.0,5.7,E10+
DS,2010,Simulation,THQ,0.04,0.0,0.0,0.0,0.04,71.0,7.5,
DS,2008,Role-Playing,Graffiti,0.04,0.0,0.0,0.0,0.04,71.0,7.5,T
PS,1995,Shooter,Psygnosis,0.02,0.02,0.0,0.0,0.04,71.0,7.5,
PSP,2012,Role-Playing,Spike,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
X360,2007,Puzzle,PopCap Games,0.04,0.0,0.0,0.0,0.04,71.0,7.5,E
PS3,2012,Racing,Unknown,0.04,0.0,0.0,0.01,0.04,62.0,4.9,E
PC,2006,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,77.0,7.9,T
PS,1998,Sports,GT Interactive,0.02,0.02,0.0,0.0,0.04,71.0,7.5,
N64,2000,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,71.0,7.5,
PS3,2010,Sports,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
N64,1998,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,71.0,7.5,
DS,2010,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
SAT,1994,Sports,Sega,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
SAT,1996,Adventure,Societa,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PSP,2006,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04,78.0,7.2,M
PSV,2012,Action,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS2,2005,Action,THQ,0.02,0.02,0.0,0.01,0.04,66.0,5.8,T
X360,2012,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,71.0,7.5,
PC,2003,Strategy,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04,84.0,8.7,T
DS,2009,Shooter,Zushi Games,0.04,0.0,0.0,0.0,0.04,71.0,7.5,E10+
PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS4,2016,Adventure,Nippon Ichi Software,0.03,0.0,0.0,0.01,0.04,72.0,8.3,T
Wii,2007,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04,71.0,7.5,E
PC,2011,Sports,Sega,0.0,0.03,0.0,0.01,0.04,66.0,7.3,E
SNES,1995,Role-Playing,Data East,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
XB,2005,Strategy,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,66.0,6.9,T
PS3,2015,Action,Little Orbit,0.0,0.03,0.0,0.01,0.04,71.0,7.5,E
PSP,2012,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
GC,2002,Sports,Activision,0.03,0.01,0.0,0.0,0.04,70.0,7.5,T
PS3,2012,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,71.0,7.5,M
3DS,2011,Role-Playing,FuRyu,0.0,0.0,0.04,0.0,0.04,65.0,7.8,T
XOne,2014,Action,505 Games,0.0,0.04,0.0,0.0,0.04,84.0,7.7,T
3DS,2014,Adventure,Happinet,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PC,2007,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,87.0,8.6,M
X360,2011,Shooter,Alchemist,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PC,2001,Strategy,Electronic Arts,0.0,0.04,0.0,0.0,0.04,71.0,7.5,
PSP,2009,Action,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
3DS,2016,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
Wii,2010,Adventure,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.04,71.0,7.5,
Wii,2010,Sports,Unknown,0.03,0.0,0.0,0.0,0.04,71.0,7.5,
SNES,1995,Racing,Banpresto,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
N64,1999,Racing,Ubisoft,0.03,0.01,0.0,0.0,0.04,71.0,7.5,
N64,1999,Strategy,Infogrames,0.03,0.01,0.0,0.0,0.04,71.0,7.5,
N64,1999,Racing,Imagineer,0.03,0.01,0.0,0.0,0.04,71.0,7.5,
N64,2000,Platform,Infogrames,0.03,0.01,0.0,0.0,0.04,71.0,7.5,
N64,1999,Strategy,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
N64,1998,Fighting,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,71.0,7.5,
GBA,2003,Platform,Atari,0.03,0.01,0.0,0.0,0.04,47.0,5.7,E
PSP,2012,Action,Ackkstudios,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS2,2003,Action,Takara,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PSV,2012,Racing,D3Publisher,0.02,0.01,0.0,0.01,0.04,71.0,3.8,E
GC,2002,Platform,THQ,0.03,0.01,0.0,0.0,0.04,71.0,7.5,
PSP,2011,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
XB,2005,Strategy,Codemasters,0.03,0.01,0.0,0.0,0.04,69.0,9.2,T
PSP,2012,Sports,Ackkstudios,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,89.0,9.0,T
DS,2010,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04,71.0,7.5,E
PS,1998,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,71.0,7.5,
PSP,2009,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PC,2011,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04,68.0,4.9,T
PSP,2013,Sports,Sega,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PC,2005,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,69.0,8.4,T
PS3,2007,Adventure,Sega,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS2,2008,Shooter,Sega,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS2,2002,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04,31.0,5.0,E
DS,2008,Misc,IE Institute,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
DS,2009,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS2,2006,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS3,2010,Platform,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.04,71.0,7.5,
DS,2009,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.04,71.0,7.5,
GBA,2002,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04,44.0,7.5,E
PS3,2012,Role-Playing,Falcom Corporation,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS2,2008,Action,Take-Two Interactive,0.02,0.02,0.0,0.01,0.04,71.0,7.5,
DS,2008,Racing,System 3 Arcade Software,0.03,0.0,0.0,0.0,0.04,71.0,7.5,
X360,2007,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04,53.0,8.5,T
PSP,2009,Shooter,DHM Interactive,0.03,0.0,0.0,0.0,0.04,67.0,6.1,T
PS2,2006,Adventure,Interchannel,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PC,2010,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04,66.0,6.4,E
PSP,2009,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS2,2003,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,67.0,7.5,E
GBA,2003,Platform,Atari,0.03,0.01,0.0,0.0,0.04,42.0,7.5,T
DS,2006,Misc,Taito,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
DS,2007,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.04,71.0,7.5,E
PC,2013,Action,Capcom,0.0,0.04,0.0,0.0,0.04,77.0,7.0,M
PS2,2007,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS3,2013,Adventure,Compile Heart,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
Wii,2010,Sports,Unknown,0.04,0.0,0.0,0.0,0.04,71.0,7.5,
XB,2006,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,52.0,2.8,T
DS,2008,Misc,Tivola,0.04,0.0,0.0,0.0,0.04,71.0,7.5,E
GBA,2004,Puzzle,Nintendo,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
DS,2005,Sports,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,35.0,7.5,E
PS2,2009,Strategy,Flight-Plan,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS3,2013,Shooter,Nordic Games,0.02,0.01,0.0,0.01,0.04,71.0,7.5,
DS,2009,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.04,71.0,7.5,E
DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
XB,2004,Misc,XS Games,0.03,0.01,0.0,0.0,0.04,68.0,8.5,E
PS,1995,Simulation,Hect,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
DS,2010,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS3,2011,Action,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,71.0,8.4,T
X360,2011,Fighting,5pb,0.02,0.0,0.02,0.0,0.04,71.0,7.5,T
Wii,2010,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS3,2015,Action,PQube,0.0,0.0,0.04,0.0,0.04,71.0,8.3,T
PSP,2009,Role-Playing,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,71.0,7.5,E10+
PSV,2015,Action,FuRyu,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
DS,2008,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS2,2003,Fighting,Sega,0.02,0.01,0.0,0.0,0.04,71.0,7.5,
DS,2008,Adventure,ASCII Media Works,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PSP,2008,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS2,2004,Action,Sega,0.02,0.01,0.0,0.0,0.04,62.0,6.7,M
GBA,2003,Racing,Atari,0.03,0.01,0.0,0.0,0.04,77.0,7.5,E
DS,2009,Action,Atari,0.04,0.0,0.0,0.0,0.04,59.0,7.5,E
3DS,2012,Adventure,Unknown,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
X360,2011,Sports,Koch Media,0.0,0.03,0.0,0.0,0.04,71.0,7.5,
PS4,2016,Action,Capcom,0.02,0.0,0.01,0.01,0.04,78.0,6.6,M
PC,2003,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,94.0,8.8,M
3DS,2016,Misc,FuRyu,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS,1997,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04,71.0,7.5,
PC,2009,Misc,Sega,0.0,0.04,0.0,0.0,0.04,71.0,7.5,
PS3,2007,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,59.0,5.1,E10+
X360,2013,Action,Capcom,0.03,0.0,0.0,0.0,0.04,71.0,7.5,
DS,2007,Fighting,505 Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS,1997,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.04,71.0,7.5,
GBA,2002,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04,71.0,7.5,E
PSP,2007,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.04,50.0,7.7,T
Wii,2008,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04,50.0,8.3,E10+
PC,2010,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04,47.0,5.5,M
X360,2006,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,34.0,2.2,T
PC,2010,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01,0.04,71.0,7.5,
PC,2007,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,50.0,2.8,T
PSP,2009,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,60.0,7.5,E10+
PC,2015,Simulation,Electronic Arts,0.0,0.04,0.0,0.0,0.04,71.0,7.6,T
PSP,2007,Racing,Black Bean Games,0.03,0.0,0.0,0.0,0.04,71.0,7.5,E10+
PS3,2015,Adventure,Telltale Games,0.02,0.02,0.0,0.01,0.04,71.0,7.5,
PC,2012,Action,Capcom,0.0,0.03,0.0,0.01,0.04,48.0,3.8,M
PS4,2015,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
Wii,2009,Sports,Reef Entertainment,0.02,0.02,0.0,0.0,0.04,71.0,7.5,T
PSV,2015,Role-Playing,Experience Inc.,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
XB,2006,Adventure,Empire Interactive,0.03,0.01,0.0,0.0,0.04,73.0,8.8,M
SAT,1995,Misc,Sonnet,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PSP,2010,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
DS,2005,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
GC,2005,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,71.0,7.5,
PC,2011,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04,48.0,3.1,T
3DS,2015,Platform,Activision,0.03,0.0,0.0,0.0,0.04,71.0,7.5,E
PS2,2010,Misc,Take-Two Interactive,0.02,0.01,0.0,0.0,0.04,71.0,7.5,E
PS2,2008,Misc,XS Games,0.02,0.01,0.0,0.0,0.04,71.0,7.5,T
PS,1999,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,71.0,7.5,
PS2,2004,Sports,Global Star,0.02,0.01,0.0,0.0,0.04,57.0,7.5,M
3DS,2015,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS2,2006,Strategy,Essential Games,0.01,0.0,0.03,0.0,0.04,53.0,7.5,E10+
PS4,2016,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
DS,2011,Misc,PQube,0.0,0.03,0.0,0.0,0.04,71.0,7.5,
GBA,2002,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS,2001,Adventure,Infogrames,0.02,0.01,0.0,0.0,0.04,71.0,7.5,
PS4,2016,Action,Konami Digital Entertainment,0.01,0.02,0.01,0.0,0.04,71.0,7.8,M
DS,2011,Puzzle,Unknown,0.0,0.03,0.0,0.0,0.04,71.0,7.5,
DS,2007,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04,72.0,8.0,T
PSV,2015,Action,PQube,0.0,0.02,0.01,0.01,0.04,71.0,8.1,M
PS,1998,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04,71.0,7.5,
GBA,2001,Puzzle,Rage Software,0.03,0.01,0.0,0.0,0.04,71.0,7.5,
PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PC,2011,Racing,1C Company,0.0,0.03,0.0,0.0,0.04,60.0,6.4,
DS,2009,Simulation,ArtDink,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PSP,2010,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS,1999,Puzzle,Atari,0.02,0.01,0.0,0.0,0.04,71.0,7.5,
XB,2002,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,86.0,7.4,E
Wii,2010,Misc,Virtual Play Games,0.04,0.0,0.0,0.0,0.04,71.0,7.5,E
XOne,2015,Sports,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04,71.0,7.5,
DS,2007,Action,Ubisoft,0.03,0.01,0.0,0.0,0.04,42.0,2.2,E10+
DC,2001,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
GC,2006,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,71.0,7.5,
Wii,2010,Misc,Black Bean Games,0.03,0.0,0.0,0.0,0.04,71.0,7.5,
DS,2007,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,71.0,7.5,
PS2,2005,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.04,51.0,7.4,T
Wii,2009,Racing,Zoo Games,0.04,0.0,0.0,0.0,0.04,71.0,7.5,
PSP,2006,Misc,Tecmo Koei,0.03,0.0,0.0,0.0,0.04,71.0,7.5,
X360,2009,Sports,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,72.0,7.7,T
DS,2010,Misc,Storm City Games,0.04,0.0,0.0,0.0,0.04,71.0,7.5,
PS2,2008,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PC,2015,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,72.0,7.1,E10+
XB,2003,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,80.0,7.5,T
3DS,2015,Action,Nintendo,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS,1995,Misc,Seta Corporation,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
DS,2009,Puzzle,Zushi Games,0.03,0.0,0.0,0.0,0.04,71.0,7.5,E
PSP,2007,Strategy,Rising Star Games,0.04,0.0,0.0,0.0,0.04,71.0,7.5,
PSP,2006,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS,2001,Platform,Ubisoft,0.02,0.01,0.0,0.0,0.04,71.0,7.5,
Wii,2008,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04,71.0,7.5,E
PC,2005,Simulation,Activision,0.01,0.03,0.0,0.01,0.04,84.0,8.3,T
PS,1999,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04,41.0,7.5,M
PSP,2006,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS,1997,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,71.0,7.5,
DS,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS2,2002,Sports,Enix Corporation,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PSV,2015,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
DS,2006,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.04,71.0,7.2,E
PC,2015,Simulation,Unknown,0.0,0.04,0.0,0.0,0.04,71.0,4.0,E
PS,1996,Shooter,Time Warner Interactive,0.02,0.01,0.0,0.0,0.04,71.0,7.5,
PS,1999,Strategy,Midas Interactive Entertainment,0.02,0.01,0.0,0.0,0.04,71.0,7.5,
Wii,2011,Shooter,PQube,0.03,0.0,0.0,0.0,0.04,71.0,7.5,
PS,1996,Sports,Psygnosis,0.02,0.01,0.0,0.0,0.04,71.0,7.5,
PC,2007,Strategy,THQ,0.01,0.02,0.0,0.0,0.04,81.0,8.9,E10+
PS,1997,Simulation,Electronic Arts,0.02,0.01,0.0,0.0,0.04,71.0,7.5,
PS3,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
XOne,2014,Action,Tecmo Koei,0.01,0.03,0.0,0.0,0.04,71.0,7.5,
GBA,2004,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,75.0,8.5,E10+
NG,1996,Fighting,SNK,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
DS,2009,Misc,Mindscape,0.0,0.04,0.0,0.0,0.04,71.0,7.5,
GBA,2002,Action,THQ,0.03,0.01,0.0,0.0,0.04,38.0,7.5,E
PS,1999,Misc,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,71.0,7.5,
PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PC,2013,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,61.0,6.2,T
GBA,2005,Action,Flashpoint Games,0.03,0.01,0.0,0.0,0.04,58.0,7.5,T
PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
PS2,2004,Adventure,Indie Games,0.02,0.01,0.0,0.0,0.04,60.0,8.8,T
DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04,74.0,6.6,E
PSP,2006,Misc,Zenrin,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
GBA,2002,Shooter,Activision,0.03,0.01,0.0,0.0,0.04,71.0,7.5,
PSP,2009,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
GC,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
XOne,2016,Racing,Dusenberry Martin Racing,0.03,0.0,0.0,0.0,0.04,71.0,1.6,E
PSP,2011,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
3DS,2013,Action,Rising Star Games,0.02,0.01,0.0,0.0,0.04,49.0,6.3,E
PSV,2014,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,71.0,7.5,
GC,2002,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,44.0,7.5,T
